"Title","AuthorFirst","AuthorMiddle","AuthorLast","Quotation","QuoteYear","QuoteSource","Context","Notes","UsedDate","ID"
,"Jon",,"Weiss","A deadline is the last possible moment that you can do finish something that you had time to do earlier.",2020,"Heard on one of Jon's team calls",,,,876
,"Langston",,"Hughes","What happens to a dream deferred?
Does it dry up
like a raisin in the sun?
Or fester like a sore--
And then run?
Does it stink like rotten meat?
Or crust and sugar over--
like a syrupy sweet?
Maybe it just sags
like a heavy load.
Or does it explode?",,"Harlem (a poem)","What happens to people that lose hope? Different for different people but it doesn't end well for any.",,,877
,"April",,"Lawson","People need to be heard before they can hear",2020,"Sticks and stones will break America unless we use our words, by Patti Waldmeir, 7-7-2020, Financial Times, https://www.ft.com/content/fa8da4fa-65af-4295-aeb0-ec5b602ef2f3",,,,878
,"Friedrich",,"Nietzsche","In individuals, insanity is rare; but in groups, parties, nations and epochs, it is the rule.",,,,,,879
,"Arthur",,"Schopenhauer","All truth passes through three stages. First, it is ridiculed. Second, it is violently opposed. Third, it is accepted as being self-evident.",,,"German philosopher. Born: February 22, 1788, Died: September 21, 1860",,,880
"Lord","Thomas","Babington","Macaulay","Man plus fear, minus God equals man over man.",,,,"19th-century British historian",,881
,"Clive","S","Lewis","Fallen man is not simply an imperfect creature who needs improvement: he is a rebel who must lay down his arms.",1952,"Mere Christianity (New York: HarperCollins, 1952/2001), 56",,,,882
,"Spencer",,"Shelton","Either Jesus is Lord of all or Jesus is not Lord at all.",2020,"Sermon on 8-30-2020",,,,883
,"Oliver",,"Burkeman","The capacity to tolerate minor discomfort is a superpower.
It’s shocking to realise how readily we set aside even our greatest ambitions in life, merely to avoid easily tolerable levels of unpleasantness. You already know it won’t kill you to endure the mild agitation of getting back to work on an important creative project; initiating a difficult conversation with a colleague; asking someone out; or checking your bank balance -- but you can waste years in avoidance nonetheless. …it’s usually possible to let that feeling arise and fade, while doing the action anyway. The rewards come so quickly, in terms of what you’ll accomplish, that it soon becomes the more appealing way to live.",2020,"https://www.theguardian.com/lifeandstyle/2020/sep/04/oliver-burkemans-last-column-the-eight-secrets-to-a-fairly-fulfilled-life",,,9/8/2020 0:00:00,884
,"Sasha",,"Compere","You can always find an excuse to not do something.",2020,"As Tanya in the movie Uncorked",,,,885
,"Myles",,"Munroe","Show me your friends, and I will show you your future.",1996,"Maximizing your potential: The keys to dying empty, Shippensburg, PA: Destiny Image Publishers, 1996, Pg. 133",,,,886
"Dr.","Peter","Ferdinand","Drucker","The most important thing in communication is hearing what isn't said.",,,,,,887
,"Paul","David","Tripp","The question is not whether you will worship, but rather what you will worship--your glorious Creator or something He created.",,,,,,888
,"Abraham",,"Lincoln","America will never be destroyed from the outside. If we falter and lose our freedoms, it will be because we destroyed ourselves.",,,,,,889
,"Clive","S.","Lewis","I pray because I can't help myself. I pray because I'm helpless. I pray because the need flows out of me all the time - waking and sleeping. It doesn't change God - it changes me.",,,,,,890
,"Jonathan",,"Mcreynolds","May your struggles keep you near the cross
And may your troubles show that you need God
And may your battles end the way they should
And may your bad days prove that God is good
And may your whole life prove that God is good",,"God Is Good Lyrics",,,,891
,"Samuel",,"Chadwick","Prayer turns ordinary mortals into men of power. It brings power. It brings fire. It brings rain. It brings life. It brings God.",,,,,,892
,"Martin (Jr.)","Luther","King","I believe that unarmed truth and unconditional love will have the final word in reality. This is why right, temporarily defeated, is stronger than evil triumphant.",,,,,,893
,,,"Cicero","A thankful heart is not only the greatest virtue, but the parent of all the other virtues.",,,,,,894
,,,"Unknown","The man looked at my Corvette yesterday and said: ""I wonder how many people could have been fed for the money that sports car cost?
I replied. ""I'm not sure, but it fed a lot of families in Bowling Green, Kentucky who built it, it fed the people who make the tires,  it fed the people who made the components that went into it, it fed the people in the copper mine who mined the copper for the wires, it fed people in at Caterpillar who make the trucks that haul the copper ore.  It fed the trucking people who hauled it from the plant to the dealer and fed the people working at the dealership and their families.""",,,"Capitalism vs. socialism",,,895
,"George",,"Orwell","Already we are breaking down the habits of thought which have survived from before the Revolution, no one dares trust a wife or a child or a friend any longer. ...There will be no loyalty, except loyalty toward the Party. There will be no love, except the love of Big Brother. There will be no laughter, except the laugh of triumph over a defeated enemy. ...All competing pleasures will be destroyed. But always--do not forget this Winston--always there will be the intoxication of power, constantly increasing and constantly growing subtler. Always, at every moment, there will be the thrill of victory, the sensation of trampling on an enemy who is helpless. If you want a picture of the future, imagine a boot stamping on a human face--forever.",,"1984","Via the character O'Brien as he is re-educating Winston Smith",,,896
,"George","S","Patton","A good plan violently executed right now is far better than a perfect plan executed next week.",,,,,,897
,"Thomas",,"Sowell","It is usually futile to try to talk facts and analysis to people who are enjoying a sense of moral superiority in their ignorance.",,,,,,898
,"Robert",,"Kiyosaki","life is the best teacher of all. Most of the time, life does not talk to you. It just sort of pushes you around. Each push is life saying, ‘Wake up. There’s something I want you to learn.’",,"Rich Dad Poor Dad",,,,899
,"Robert",,"Kiyosaki","Most people want everyone else in the world to change but themselves. Let me tell you, it’s easier to change yourself than everyone else.",,"Rich Dad Poor Dad",,,,900
,"Robert",,"Kiyosaki","Rich people acquire assets. The poor and middle class acquire liabilities that they think are assets. ...An asset puts money in my pocket. A liability takes money out of my pocket. ...The rich focus on their asset columns while everyone else focuses on their income statements.",,"Rich Dad Poor Dad",,,,901
,"Robert",,"Kiyosaki","It is said that the fear of public speaking is a fear greater than death for most people. According to psychiatrists, the fear of public speaking is caused by the fear of ostracism, the fear of standing out, the fear of criticism, the fear of ridicule, and the fear of being an outcast. The fear of being different prevents most people from seeking new ways to solve their problems.",,"Rich Dad Poor Dad",,,,902
,"Robert",,"Kiyosaki","Start minding your own business. Keep your daytime job, but start buying real assets ...When I say mind your own business, I mean to build and keep your asset column strong. ...Think of it this way: Once a dollar goes into your asset column, it becomes your employee.",,"Rich Dad Poor Dad",,,,903
,"Robert",,"Kiyosaki","Often in the real world, it’s not the smart who get ahead, but the bold.",,"Rich Dad Poor Dad",,,,904
,"Robert",,"Kiyosaki","the main reason most people are not rich is because they are terrified of losing. Winners are not afraid of losing. But losers are. Failure is part of the process of success. People who avoid failure also success.",,"Rich Dad Poor Dad",,,,905
,"Thomas","Alva","Edison","Our greatest weakness lies in giving up. The most certain way to succeed is always to try just one more time.",,,,,,942
,"Lao",,"Tzu","New beginnings are often disguised as painful endings.",,,,,,943
,"Titus",,"Livius","There is this exceptionally beneficial and fruitful advantage to be derived from the study of the past, that you see, set in the clear light of historical truth, examples of every possible type. From these you may select for yourself and your country what to imitate, and what, as being mischievous in its inception and disastrous in its effects, you are to avoid.",,,,,,944
,"Titus",,"Livius","There is nothing man will not attempt when great enterprises hold out the promise of great rewards.",,,,,,945
,"Titus",,"Livius","Men are slower to recognize blessings than misfortunes.",,,,,,946
,"Titus",,"Livius","The state is suffering from two opposite vices, avarice and luxury; two plagues which, in the past, have been the ruin of every great empire.",,,,,,947
,"Titus",,"Livius","There is nothing that is more often clothed in an attractive garb than a false creed.",,,,,,948
,"Titus",,"Livius","Things turn out best for the people who make the best out of the way things turn out.",,,,,,949
,"Titus",,"Livius","Fortune favors the brave",,,,,,950
,"Abraham",,"Lincoln","Discipline is choosing between what you want now, and what you want most.",,,,,,951
,"Ralph","Waldo","Emerson","Beware what you set your heart upon. For it surely shall be yours.",,,,,,952
,"Johann","Wolfgang","Von Goethe","Whatever you think you can do or believe you can do, begin it. Action has magic, grace, and power in it.",,,,,,953
,"Brene",,"Brown","You can choose courage, or you can choose comfort, but you cannot choose both.",,,,,,954
,"Carl",,"Schurz","Ideals are like the stars: we never reach them, but like the mariners of the sea, we chart our course by them.",,,,,,955
,"Isabel",,"Allende","The longer I live, the more uninformed I feel. Only the young have an explanation for everything.",,,,,,956
,"Booker","T","Washington","A lie doesn’t become truth, wrong doesn’t become right and evil doesn’t become good just because it’s accepted by a majority.",,,,,,957
,,,"Confucius","Our greatest glory is not in never falling, but in rising every time we fall.",,,,,,958
,"Milton",,"Friedman","Society that puts equality before freedom will end up with neither.",,,,,,959
,"Joe",,"Vitale","A goal should scare you a little, and excite you a lot.",,,,,,960
,"Ernest",,"Hemingway","The world breaks everyone, and afterward, many are strong at the broken places.",,,,,,961
,"Abraham",,"Lincoln","Do I not destroy my enemies when I make them my friends?",,,,,,962
,"Dale",,"Carnegie","Any fool can criticize, complain, and condemn—and most fools do. But it takes character and self-control to be understanding and forgiving.",,,,,,963
,"Clive","S","Lewis","Of all tyrannies a tyranny sincerely exercised for the good of its victims may be the most oppressive. It may be better to live under robber barons than under omnipotent moral busybodies. The robber baron’s cruelty may sometimes sleep, his cupidity may at some point be satiated; but those who torment us for our own good will torment us without end for they do so with the approval of their own conscience.",,,,,,964
,"Henry","Wadsworth","Longfellow","If you would hit the mark, you must aim a little above it; Every arrow that flies feels the attraction of earth.",,,,,,965
,"Nick",,"Vujicic","Keep moving ahead because action creates momentum, which in turns creates unanticipated opportunities.",,,,,,966
,,,"Confucius","By three methods we may learn wisdom: First, by reflection, which is noblest; Second, by imitation, which is easiest; and third by experience, which is the bitterest.",,,,,,967
,"Winston",,"Churchill","Courage is the first of human qualities because it is the quality that guarantees all the others.",,,,,,968
,,,"Tacitus","The more corrupt the State, the more numerous the laws.",,,,,,969
,"Marilyn","Moats","Kennedy","It’s better to be boldly decisive and risk being wrong than to agonise at length and be right too late.",,,,,,970
,"Walt",,"Whitman","Be curious, not judgmental.",,,,,11/8/2021 0:00:00,971
,"Abraham",,"Lincoln","Folks are usually about as happy as they make their minds up to be.",,,,,,972
,"Ralph","Waldo","Emerson","We gain the strength of the temptation we resist.",,,,,,973
,"Norman","Vincent","Peale","There is real magic in enthusiasm. It spells the difference between mediocrity and accomplishment.",,,,,,974
,,,"Unknown","Hard times create strong men. Strong men create good times. Good times create weak men. And weak men create hard times.",,,,,,975
"St.",,,"Augustine","a man has as many masters as he has vices.",,,,,,976
,"Stephen",,"King","Talent is cheaper than table salt. What separates the talented individual from the successful one is a lot of hard work.",,,,,,977
,"Lewis",,"Carroll","In the end, we only regret the chances we didn’t take, the relationships we were afraid to have, and the decisions we waited too long to make.",,,,,,978
,"Robert",,"Arnott","In investing, what is comfortable is rarely profitable.",,,,,,979
,"Benjamin",,"Franklin","Be at war with your vices, at peace with your neighbors, and let every new year find you a better man.",,,,,,980
,"Earl",,"Nightingale","When you judge others, you do not define them; you define yourself.",,,,,,981
,"Margaret",,"Thatcher","Watch your thoughts, for they will become actions. Watch your actions, for they’ll become... habits. Watch your habits for they will forge your character. Watch your character, for it will make your destiny.",,,,,,982
,"Stephen","M. R.","Covey","Business runs at the speed of trust",,"The Speed of Trust (book)",,"I believe this is a paraphrase",,983
,"Mark",,"Southern","You need risk management because no one can see the future.",,,,,,984
,"John",,"Green","Reality is not fungible.  The laws of nature cannot be changed because they are inconvenient.  Truth is fixed, and facts are hard.  People do not have their own reality.  If they perceive the world other than as it is, they are not enlightened; they are deranged -- or liberal, or both.",2022,"https://www.americanthinker.com/articles/2022/01/6_basic_concepts_liberals_dont_get.html",,,,985
,"Albert",,"Einstein","Just because you don’t believe in something doesn’t mean it isn’t true.",,,,"Probably should verify that it is acutally Einstein's since so many are falsely attributed.",,986
,"Maya",,"Angelou","I’ve learned that people will forget what you said, people will forget what you did, but people will never forget how you made them feel.",,,,,,987
,"Charles",,"Swindoll","We are all faced with a series of great opportunities brilliantly disguised as impossible situations.",,,,,,988
,"Benjamin",,"Franklin","Little Strokes, Fell great Oaks.",,,,,,989
,"Benjamin",,"Franklin","You may delay, but time will not.",,,,,,990
,"Benjamin",,"Franklin","Dost thou love life? Then do not squander time; for that’s the stuff life is made of.",,,,,,991
,"Benjamin",,"Franklin","The honest man takes pains, and then enjoys pleasures; the knave takes pleasure, and then suffers pains.",,,,,,992
,"Benjamin",,"Franklin","One today is worth two tomorrows.",,,,,,993
,"Benjamin",,"Franklin","Content[ment] makes poor men rich; Discontent makes rich Men poor.",,,,,,994
,"Benjamin",,"Franklin","If man could have half his wishes, he would double his troubles.",,,,,,995
,"Benjamin",,"Franklin","He that pursues two hares at once, does not catch one and lets the other go.",,,,,,996
,"Benjamin",,"Franklin","What is more valuable than gold? Diamonds. Than diamonds? Virtue.",,,,,,997
,"Benjamin",,"Franklin","He that’s content hath enough. He that complains hath too much.",,,,,,998
,"Benjamin",,"Franklin","People who are wrapped in themselves make small packages.",,,,,,999
,"Benjamin",,"Franklin","The first degree of folly, is to conceit one’s self wise; the second to profess it; the third to despise counsel.",,,,,,1000
,"Benjamin",,"Franklin","Before you get married, keep your eyes wide open. After you get married, keep them half closed. [paraphrased]",,,,,,1001
,"Bette",,"Davis","You will never be happier than you expect. To change your happiness, change your expectation.",,,,,,1068
,"Henry",,"Ford","Any man who thinks he can be happy and prosperous by letting the Government take care of him better take a closer look at the American Indian.",,,,,,1085
,"Aleksandr",,"Solzhenitsyn","It's a universal law, Intolerance is the first sign of an inadequate education. An ill-educated person behaves with arrogant impatience, whereas truly profound education breeds humility.",,,,,,1086
,"Ralph","Waldo","Emerson","All life is an experiment. The more experiments you make the better.",,,,,,1087
,"George",,"Shuttz","You've got to dream a little bit if you're going to get somewhere.",,,,,,1088
"Dr.","Martyn",,"Lloyd-Jones","It is the evangelical Gospel and its preaching that has the greatest impact politically and socially. My best plan of doing [of influencing political-social conditions] is to produce Christian people in large numbers. And then the politics will pay attention.",,,,,,1089
,"H","L","Mencken","The whole aim of practical politics is to keep the populace alarmed (and hence clamorous to be led to safety) by menacing it with an endless series of hobgoblins, all of them imaginary.",,,,,,1090
,"James",,"Freeman","Closed societies fail because a central authority of political apparatchiks can never be smarter than all the independent creativity of free citizens studying and proposing and testing and trying new ways to solve problems.",2022,"The Costs of a Closed Society, 12-18-2022, https://www.wsj.com/articles/the-costs-of-a-closed-society-11672258295",,,,1091
,"Friedrich","Von","Schiller","Who dares nothing, need hope for nothing.",,,,,,1092
,"Lewis",,"Carroll","All that is really worth the doing is what we do for others.",,,,,,1093
,"George",,"Foreman","Heroes always have their scars. Some you can see, some you read about later on.",,,,,,1094
,"Martin (Jr.)","Luther","King","Human progress is neither automatic nor inevitable... Every step toward the goal of justice requires sacrifice, suffering, and struggle; the tireless exertions and passionate concern of dedicated individuals.",,,,,,1095
,"Buzz",,"Aldrin","Failure is not a sign of weakness. It is a sign that you are alive and growing.",,,,,,1096
,"William","Arthur","Ward","Adversity causes some men to break; others to break records.",,,,,,1097
,"Thomas",,"Carlyle","Conviction is worthless unless it is converted into conduct.",,,,,,1098
,"Walter","Russell","Mead","The genius of capitalism, American conservatives have generally felt, is in its capacity for disruption and invention. Grand national economic plans, to say nothing of international plans, generally fail, and the concentration of power such planning gives to the state leads to corruption and, ultimately, authoritarian rule.",2023,"The Davos Crowd Sees Republicans as the Enemy, WSJ, January 18, 2023 06:04 p.m. EST, https://www.wsj.com/articles/the-davos-crowd-sees-republicans-as-the-enemy-world-econimic-forum-switzerland-politics-gop-virtue-signaling-11674068234",,,,1099
,"Benjamin",,"Carlson","Overcoming the fear of embarrassment is one of the most freeing acts you can take.",2022,"https://medium.com/@benjamin.f.carlson/22-lessons-of-2022-bd58b8505936",,,,1100
,"Benjamin",,"Carlson","The information you consume affects the composition of your mind as much as food does your body.",2022,"https://medium.com/@benjamin.f.carlson/22-lessons-of-2022-bd58b8505936",,,,1101
,"Benjamin",,"Carlson","Starting a business is an act of sovereignty.",2022,"https://medium.com/@benjamin.f.carlson/22-lessons-of-2022-bd58b8505936",,,,1102
,"Benjamin",,"Carlson","Shame is one of the most powerful psychological weapons. Beware people who use it against you. Above all, do not use it on yourself.",2022,"https://medium.com/@benjamin.f.carlson/22-lessons-of-2022-bd58b8505936",,,,1103
,"Benjamin",,"Carlson","Most people will choose obedience under force of fear. But they will find a reason to justify their obedience.",2022,"https://medium.com/@benjamin.f.carlson/22-lessons-of-2022-bd58b8505936",,,,1104
,"Benjamin",,"Carlson","The people you surround yourself with create your identity. They resist changes in you because you are a character in their world.",2022,"https://medium.com/@benjamin.f.carlson/22-lessons-of-2022-bd58b8505936",,,,1105
,"Benjamin",,"Carlson","The people around you are your most precious asset. Whatever you are building — a business, an audience, a cause — success lies in finding a supportive tribe.",2022,"https://medium.com/@benjamin.f.carlson/22-lessons-of-2022-bd58b8505936",,,,1106
,"Benjamin",,"Carlson","Having a family fundamentally changes your view of reality. Those who advocate for and against families understand the stakes.",2022,"https://medium.com/@benjamin.f.carlson/22-lessons-of-2022-bd58b8505936",,,,1107
,"Benjamin",,"Carlson","One of the most empowering insights: Everybody is acting out their own individual drama. Most of the time they aren’t thinking about you.",2022,"https://medium.com/@benjamin.f.carlson/22-lessons-of-2022-bd58b8505936",,,,1108
,"Winston",,"Churchill","Truth is incontrovertible. Panic may resent it. Ignorance may deride it. Malice may distort it. But there it is.",,,,,,1109
,"Nick",,"Giambruno","In my view, the most important attribute of money is that it is hard to produce - its ""hardness."" In other words, something that is resistant to inflation of its supply. Think of money like a claim on human time. It’s like stored life or energy.",2023,"The Great Reset and the Future of Money, https://internationalman.com/articles/the-great-reset-and-the-future-of-money-heres-what-you-need-to-know/, Viewed 1-27-2023",,,,1110
,"Leo",,"Buscaglia","Worry never robs tomorrow of its sorrow, it only saps today of its joy.",,,,,,1111
,"Leon",,"Wieseltier","No great deed, private or public, had ever been undertaken in a bliss of certainty.",,,,,,1112
,"George",,"Herbert","Storms make the oak grow deeper roots.",,,,,,1113
,"Peter",,"Drucker","Culture eats strategy for breakfast.",,,,,,1114
"Sir","Winston",,"Churchill","However beautiful the strategy, you should occasionally look at the results.",,,,,,1115
,"Lauren",,"Bacall","Looking at yourself in a mirror isn’t exactly a study of life.",,,,,,1116
,"Matshona",,"Dhliwayo","Be like seeds; do not see dirt thrown at you as your enemy, but as ground to grow.",,,,,,1117
,"M","Scott","Peck","You cannot truly listen to anyone and do anything else at the same time.",,,,,,1118
,"Sam",,"Ewing","Hard work spotlights the character of people: some turn up their sleeves, some turn up their noses, and some don't turn up at all.",,,,,,1119
,"Alexander",,"Pope","Some people will never learn anything because they understand everything too soon.",,,,,,1120
,"John",,"Glenn","We are more fulfilled when we are involved in something bigger than ourselves.",,,,,,1121
,"Henry","Wadsworth","Longfellow","The heights by great men reached and kept were not attained by sudden flight, but they while their companions slept, were toiling upward in the night.",,,,,,1122
,"Fred",,"Rogers","Look for the helpers.",,,,"Fred ""Mister"" Rogers (quoting his mother)",,1123
,"Paul","David","Tripp","God is unwilling to be your means to what you call the ""good life."" Your relationship with him must be your definition of the good life.",,"New Morning Mercies",,,,938
,"William",,"James","Our greatest weapon against stress is our ability to choose one thought over another.",,,,,,939
"Dr.","Tim",,"Keller","Tolerance isn't about not having beliefs, It's about how your beliefs lead you to treat people who disagree with you.",,,,,,940
,"Henry",,"Ford","Most people get ahead during the time that others waste.",,,,,,941
,"Benjamin",,"Franklin","He that lies down with dogs shall rise up with fleas.",,,,,,1002
,"Conrad",,"Hilton","Success seems to be connected with action. Successful people keep moving. They make mistakes, but they don't quit.",,,,,,1003
,"H","L","Mencken","The urge to save humanity is almost always a false face for the urge to rule it.",,,,,,1004
,"Thomas",,"Paine","Reputation is what men and women think of us; character is what God and angels know of us.",,,,"Thomas Paine is known as a skeptic. What is the context for this quote?",,1005
,"Martin (Jr.)","Luther","King","Cowardice asks the question, is it safe? Expediency asks the question, is it politic? Vanity asks the question, is it popular? But conscience asks the question, is it right? And there comes a time when one must take a position that is neither safe, nor politic, nor popular, but one must take it because it is right.",,,,,,1006
,"Paul","David","Tripp","Yes, your life is messy and hard, but that’s not a failure of the plan; it is the plan. It’s God working to complete what He’s begun in you.",,"New Morning Mercies","See Psalm 66.","I wonder if this has linkage to being ""born again."" God develops our bodies first in the womb. Then maybe we need interaction with people and the world to develop the rest of our personhood. As we are being formed in the womb we are being formed in the world.",,1007
,,,"Cicero","A thankful heart is not only the greatest virtue, but the parent of all the other virtues.",,,,,,1008
,"Arnold","H","Glasow","Live in the present and make it so beautiful that it’s worth remembering.",,,,,,1009
,"Joseph",,"Jouber","The aim of argument, or of discussion, should not be victory, but progress.",,,,,,1010
,"Henry",,"Ford","Enthusiasm is the yeast that makes your hopes shine to the stars. Enthusiasm is the sparkle in your eyes, the swing in your gait. The grip of your hand, the irresistible surge of will and energy to execute your ideas.",,,,,,1011
,"Joseph",,"Campbell","A hero is someone who has given his or her life to something bigger than oneself",,,,,,1012
,"J","B","Shurk","Truth and sanity are always publicly executed before the real murders begin.",,,,,,1013
,"Andrew",,"Carnegie","People who are unable to motivate themselves must be content with mediocrity, no matter how impressive their other talents.",,,,,,1014
,"Andy",,"Kessler","How to create lasting wealth is surprisingly simple: Do more with less. Always has been true, always will. The Industrial Revolution resulted from applying knowledge to replace messy horses with steam power, lowering both the cost of comfortable clothing and global shipping. Computers, with information embedded in cheap silicon, still aren’t done displacing librarians, secretaries, doctors and more. If you have knowledge and capital, the only way to produce wealth is to invest in things that lower costs to consumers and slide down new learning curves. In effect, by providing something they will find productive.",2022,"https://www.andykessler.com/andy_kessler/2022/02/wsj-what-is-wealth.html","https://www.wsj.com/articles/wealth-is-knowledge-information-economics-industry-computers-george-gilder-capitalism-musk-zuckerberg-11644175297",,,1015
,"George",,"Gilder","Wealth is most essentially knowledge, ...Let’s face it, the caveman had access to all the materials we have today. Therefore, economic growth is learning, manifested in ‘learning curves’ of collapsing costs driven by markets. ...Crash a car and all its value disappears, though every molecule remains.",2022,"https://www.andykessler.com/andy_kessler/2022/02/wsj-what-is-wealth.html","https://www.wsj.com/articles/wealth-is-knowledge-information-economics-industry-computers-george-gilder-capitalism-musk-zuckerberg-11644175297",,,1016
,"George",,"Gilder","Capiitalism is not chiefly an incentive system, where entrepreneurs act in rote response to rewards and punishments like in a Skinner Box. It’s an information system governed by the unveiling of surprising truths, innovation. If the creativity of entrepreneurs wasn’t a surprise, socialist planning would work.",2022,"https://www.andykessler.com/andy_kessler/2022/02/wsj-what-is-wealth.html","https://www.wsj.com/articles/wealth-is-knowledge-information-economics-industry-computers-george-gilder-capitalism-musk-zuckerberg-11644175297",,,1017
,,,"Unknown","Don't trust everything you see. Recall that salt looks like sugar.",,,,,,1018
,,,"Unknown","No matter how educated, talented, rich or cool you believe you are, how you treat people ultimately reveals all.",,,,,,1019
,,,"Unknown","A smart person knows what to say. A wise person knows whether to say it or not.",,,,,,1020
,"Jim",,"Rohn","Either you run the day or the day runs you.",,,,,,1021
,"Booker","T","Washington","success is to be measured not so much by the position that one has reached in life as by the obstacles which he has overcome.",,,,,,1022
,"Jim",,"Rohn","Successful people do what unsuccessful people are not willing to do. Don't wish it were easier; wish you were better.",,,,,,1023
,"Robert",,"Frost","In three words I can sum up everything I’ve learned about life: it goes on.",,,,,,1024
,"George",,"Washington","Friendship is a plant of slow growth and must undergo and withstand the shocks of adversity before it is entitled to the appellation.",,,,,,1025
,"Henry",,"Ford","My best friend is the one who brings out the best in me.",,,,,,1026
,"John","Stuart","Mill","War is an ugly thing, but not the ugliest of things: the decayed and degraded state of moral and patriotic feeling which thinks that nothing is worth a war, is much worse… A man who has nothing which he is willing to fight for, nothing which he cares more about than he does about his personal safety, is a miserable creature who has no chance of being free, unless made and kept so by the exertions of better men than himself.",,,,,,1027
,"Leo",,"Tolstoy","Wrong does not cease to be wrong because the majority share in it.",,,,,,1028
,"Robert",,"Frost","The world is full of willing people; some willing to work, the rest willing to let them.",,,,,,1029
,"John",,"Dewey","Without some goals and some efforts to reach it, no man can live.",,,,,,1030
,"Frank","Lloyd","Wright","We create our buildings and then they create us. Likewise, we construct our circle of friends and our communities and then they construct us.",,,,,,1031
,"Marcel",,"Proust","The real voyage of discovery consists not in seeking new landscapes, but in having new eyes.",,,,,,1032
,"Anton",,"Chekhov","People don't notice whether it's winter or summer when they're happy.",,,,,,1033
,"John",,"Burroughs","We are made strong by what we overcome.",,,,,,1034
,"Ralph","Waldo","Emerson","Do not be too timid and squeamish about your reactions. All life is an experiment. The more experiments you make the better.",,,,,,1035
,"Louis",,"Pasteur","Let me tell you the secret that has led me to my goal: my strength lies solely in my tenacity.",,,,,,1036
,"Jean-Paul",,"Sartre","The more sand that has escaped from the hourglass of our life, the clearer we should see through it.",,,,,,1037
,"Samuel",,"Johnson","If a man does not make new acquaintances as he advances through life, he will soon find himself left alone. A man, sir, should keep his friendship in a constant repair.",,,,,,1038
,"William","Arthur","Ward","The pessimist complains about the wind; the optimist expects it to change; the realist adjusts the sails.",,,,"American author",,1039
,"Miguel",,"De Cervantes","To be prepared is half the victory.",,,,,,1040
,,,"Homer","To be both a speaker of words and a doer of deeds.",,,,,,1041
,"Edward",,"Young","Procrastination is the thief of time.",,,,,,1042
,"Dwight","D","Eisenhower","The older I get the more wisdom I find in the ancient rule of taking first things first. A process which often reduces the most complex human problem to a manageable proportion.",,,,,,1043
,"Johann","Wolfgang","Goethe (von)","The way you see people is the way you treat them, and the way you treat them is what they become.",,,,,,1044
,"Jordan",,"Peterson","The relationship between competence and performance is non-linear: an excellent candidate for a given job is not merely slightly better than a very good candidate, but often incomparably better. The difference between someone at the 99th percentile and the 99.9th percentile in terms of competence is the difference between the best person out of a hundred and the best person out of a thousand. This is a difference so big that the consequences can be (and have been) world-changing.",,,,,,1045
,"Harold","J","Smith","More people would learn from their mistakes if they weren't so busy denying them.",,,,,,1046
,"Benjamin",,"Franklin","Whatever is begun in anger, ends in shame.",,,,,,1047
,"Mason",,"Cooley","Procrastination makes easy things hard, hard things harder.",,,,,,1048
,,,"Plato","The price good men pay for indifference to public affairs is to be ruled by evil men.",,,,,,1049
,,,"Mother Teresa","If you can't feed a hundred people, then feed just one.",,,,,,1050
,"Truman",,"Capote","Failure is the condiment that gives success its flavor.",,,,,,1051
,"Søren",,"Kierkegaard","There are two ways to be fooled. One is to believe what isn't true; the other is to refuse to believe what is true.",,,,,,1052
,"Ruth",,"Gordon","Courage is very important. Like a muscle, it is strengthened by use.",,,,,,1053
,"Lao",,"Tzu","Try to make people happy and you make them miserable. Try to make people moral and you make them evil.",,"From the Tao Te Ching",,,,1054
,"Josh",,"Billings","Life consists not in holding good cards but in playing those you hold well.",,,,,,1055
,,,"Plato","Those who tell the stories rule society.",,,,,,1056
,"Robert",,"Kiyosaki","a majority of people let their lack of money stop them from making a deal. If you can avoid that obstacle, you will be millions ahead of those who don’t learn those skills.",,"Rich Dad Poor Dad",,,,906
,"Robert",,"Kiyosaki","The world is filled with talented poor people. All too often, they’re poor or struggle financially or earn less than they are capable of, not because of what they know, but because of what they do not know. They focus on perfecting their skills at building a better hamburger rather than the skills of selling and delivering",,"Rich Dad Poor Dad",,,,907
,"Robert",,"Kiyosaki","The most important specialized skills are sales and marketing.",,"Rich Dad Poor Dad",,,,908
,"Robert",,"Kiyosaki","The better you are at communicating, negotiating, and handling your fear of rejection, the easier life is.",,"Rich Dad Poor Dad",,,,909
,"Robert",,"Kiyosaki","Failure inspires winners. And failure defeats losers. It is the biggest secret of winners. It’s the secret that losers do not know.",,"Rich Dad Poor Dad",,,,910
,"Robert",,"Kiyosaki","Rich dad believed that the words “I can’t afford it” shut down your brain. “How can I afford it?” opens up possibilities, excitement, and dreams.",,"Rich Dad Poor Dad",,,,911
,"Robert",,"Kiyosaki","Too many people think with their mouth instead of listening in order to absorb new ideas and possibilities. They argue instead of asking questions.",,"Rich Dad Poor Dad",,,,912
,"Robert",,"Kiyosaki","Whenever you feel short or in need of something, give what you want first and it will come back in buckets. That is true for money, a smile, love, or friendship. I know it is often the last thing a person may want to do, but it has always worked for me.",,"Rich Dad Poor Dad",,,,913
